,Date,10Y_Treasury_Yield,30Y_Treasury_Yield,Gold_Price,Oil_Price,EUR_USD,GDP,Unemployment_Rate,CPI,PPI,Retail_Sales,Industrial_Production,Non_Farm_Payrolls,Housing_Starts,SP500_Return
67,2016-04-24,1.888000011444092,2.7039999961853027,1228.699951171875,43.72999954223633,1.12920343875885,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,4.785972478082989e-05
68,2016-05-01,1.819000005722046,2.66599988937378,1289.199951171875,45.91999816894531,1.135589361190796,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,-0.005063088369821722
69,2016-05-08,1.7790000438690186,2.628000020980835,1292.9000244140625,44.65999984741211,1.1406019926071167,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,0.0031746390805036384
70,2016-05-15,1.7050000429153442,2.552999973297119,1271.9000244140625,46.209999084472656,1.1376951932907104,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,-0.00847828902508041
71,2016-05-22,1.8489999771118164,2.638999938964844,1252.4000244140625,47.75,1.1205987930297852,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,0.006019504059596059
72,2016-05-29,1.8509999513626096,2.650000095367432,1213.800048828125,49.33000183105469,1.1192066669464111,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,0.004286857336424754
73,2016-06-05,1.7039999961853027,2.5169999599456787,1240.0999755859375,48.619998931884766,1.115200161933899,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,-0.002911814656949452
74,2016-06-12,1.6390000581741333,2.447000026702881,1273.4000244140625,49.06999969482422,1.131503343582153,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,-0.009175181182794367
75,2016-06-19,1.618000030517578,2.431999921798706,1292.5,47.97999954223633,1.1252011060714722,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,-0.0032579654199809127
76,2016-06-26,1.5789999961853027,2.430000066757202,1320.0,47.63999938964844,1.1324002742767334,18711.702,5.1,238.992,183.2,452238.0,98.4669,143856.0,1163.0,-0.035919799994431734
77,2016-07-03,1.4559999704360962,2.240999937057495,1336.699951171875,48.9900016784668,1.1106051206588743,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,0.00194860235588723
78,2016-07-10,1.366000056266785,2.109999895095825,1356.5999755859375,45.40999984741211,1.1065741777420044,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,0.015253349296718177
79,2016-07-17,1.593999981880188,2.302000045776367,1326.5,45.95000076293945,1.1106051206588743,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.0009289473209127541
80,2016-07-24,1.5700000524520874,2.29099988937378,1323.0999755859375,44.18999862670898,1.1032899618148804,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,0.004553964713003289
81,2016-07-31,1.4579999446868896,2.181999921798706,1349.0,41.59999847412109,1.108438491821289,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,0.0016313092573088106
82,2016-08-07,1.5820000171661377,2.309999942779541,1336.4000244140625,41.79999923706055,1.1134741306304932,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,0.008603496447961101
83,2016-08-14,1.5149999856948853,2.234999895095825,1335.800048828125,44.4900016784668,1.113908290863037,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.0007960463737501922
84,2016-08-21,1.5779999494552612,2.2850000858306885,1340.4000244140625,48.52000045776367,1.1349449157714844,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.0014402713809749113
85,2016-08-28,1.6349999904632568,2.2960000038146973,1321.5,47.63999938964844,1.1290504932403564,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.0015788165944199406
86,2016-09-04,1.5959999561309814,2.2709999084472656,1322.0999755859375,44.43999862670898,1.1200717687606812,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,0.004201041336424849
87,2016-09-11,1.6720000505447388,2.390000104904175,1330.0999755859375,45.880001068115234,1.1271415948867798,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.02452206896667508
88,2016-09-18,1.7009999752044678,2.450999975204468,1305.800048828125,43.02999877929688,1.124593734741211,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.0037722947474507773
89,2016-09-25,1.6150000095367432,2.3399999141693115,1337.199951171875,44.47999954223633,1.1210134029388428,18892.639,4.8,240.101,187.7,457894.0,98.836,144515.0,1239.0,-0.00573677446354337
90,2016-10-02,1.6080000400543213,2.3359999656677246,1313.300048828125,48.2400016784668,1.121956706047058,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,0.0
91,2016-10-09,1.7359999418258667,2.4679999351501465,1248.9000244140625,49.810001373291016,1.1144545078277588,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-0.0032534833570118105
92,2016-10-16,1.7940000295639038,2.555000066757202,1253.0999755859375,50.34999847412109,1.1049723625183103,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,0.00020160447857309194
93,2016-10-23,1.7400000095367432,2.492000102996826,1265.9000244140625,50.84999847412109,1.0930395126342771,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-8.414160005176807e-05
94,2016-10-30,1.8450000286102293,2.615999937057495,1275.5,48.70000076293945,1.0900371074676514,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-0.0031082993435224138
95,2016-11-06,1.7829999923706057,2.571000099182129,1303.300048828125,44.06999969482422,1.1102476119995115,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-0.0016661307322337615
96,2016-11-13,2.117000102996826,2.927999973297119,1265.5,44.65999984741211,1.0889687538146973,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-0.0013979503036608554
97,2016-11-20,2.3350000381469727,3.0160000324249268,1208.5,45.68999862670898,1.062304139137268,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-0.002386798421690206
98,2016-11-27,2.371999979019165,3.0220000743865967,1178.199951171875,46.060001373291016,1.0561892986297607,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,0.003914386891670674
99,2016-12-04,2.390000104904175,3.061000108718872,1175.0999755859375,51.68000030517578,1.0663141012191772,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,0.00039700650631591117
100,2016-12-11,2.46399998664856,3.1540000438690186,1159.4000244140625,51.5,1.062134861946106,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,0.005938984786955759
101,2016-12-18,2.5969998836517334,3.184000015258789,1135.300048828125,51.900001525878906,1.0418837070465088,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,-0.0017506226204834219
102,2016-12-25,2.5429999828338623,3.115999937057495,1131.9000244140625,53.02000045776367,1.0437650680541992,19089.379,4.9,241.741,186.7,462362.0,98.7322,145069.0,1313.0,0.0012517152775348706
103,2017-01-01,2.446000099182129,3.062999963760376,1150.0,53.720001220703125,1.0575296878814695,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.0
104,2017-01-08,2.4179999828338623,3.003999948501587,1171.9000244140625,53.9900016784668,1.0605915784835815,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.0035169592193697863
105,2017-01-15,2.380000114440918,2.976999998092652,1195.300048828125,52.369998931884766,1.0616837739944458,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.0018498402425362048
106,2017-01-22,2.4670000076293945,3.0460000038146973,1204.300048828125,52.41999816894531,1.0659730434417725,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.003366237154707852
107,2017-01-29,2.4809999465942383,3.059000015258789,1188.0999755859375,53.16999816894531,1.068296194076538,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,-0.000866463892926328
108,2017-02-05,2.490999937057495,3.114000082015991,1218.5,53.83000183105469,1.0761713981628418,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.007264758098647794
109,2017-02-12,2.4089999198913574,3.01200008392334,1234.4000244140625,53.86000061035156,1.0658594369888306,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.003566050102845164
110,2017-02-19,2.424999952316284,3.0309998989105225,1237.5999755859375,53.400001525878906,1.0672245025634766,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.0016785565287558146
111,2017-02-26,2.316999912261963,2.9549999237060547,1256.9000244140625,53.9900016784668,1.0584474802017212,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.0014933641914423035
112,2017-03-05,2.492000102996826,3.0840001106262207,1225.5,53.33000183105469,1.0509721040725708,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.0005038772720600271
113,2017-03-12,2.5820000171661377,3.1689999103546143,1200.699951171875,48.4900016784668,1.0578428506851196,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,0.003268670195698986
114,2017-03-19,2.500999927520752,3.11299991607666,1229.800048828125,48.77999877929688,1.077470064163208,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,-0.0013143147950017697
115,2017-03-26,2.400000095367432,3.002000093460083,1248.199951171875,47.970001220703125,1.0783880949020386,19280.084,4.7,243.618,190.7,473019.0,98.7987,145636.0,1190.0,-0.0008439958489141475
116,2017-04-02,2.3959999084472656,3.0179998874664307,1247.300048828125,50.59999847412109,1.0687072277069092,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.0
117,2017-04-09,2.372999906539917,2.997999906539917,1254.300048828125,52.2400016784668,1.0644639730453491,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,-0.0008271302020167459
118,2017-04-16,2.2320001125335693,2.888000011444092,1285.9000244140625,53.18000030517578,1.0670650005340576,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,-0.006814694227374907
119,2017-04-23,2.236999988555908,2.8949999809265137,1287.4000244140625,49.619998931884766,1.0714898109436035,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,-0.0030350729326357184
120,2017-04-30,2.282000064849853,2.95199990272522,1266.0999755859375,49.33000183105469,1.0864251852035522,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,-0.0019131470681601481
121,2017-05-07,2.351999998092652,2.989000082015991,1224.800048828125,46.220001220703125,1.098152995109558,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.0040886954080285864
122,2017-05-14,2.3350000381469727,2.99399995803833,1226.199951171875,47.84000015258789,1.086495876312256,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,-0.0014784413679722608
123,2017-05-21,2.244999885559082,2.9049999713897705,1252.699951171875,50.33000183105469,1.1113580465316772,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.006767499942466504
124,2017-05-28,2.25,2.91599988937378,1267.5999755859375,49.79999923706055,1.121076226234436,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.00031054999597146526
125,2017-06-04,2.1589999198913574,2.812999963760376,1276.800048828125,47.65999984741211,1.1215791702270508,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.0037077313104922904
126,2017-06-11,2.1989998817443848,2.8540000915527344,1268.5,45.83000183105469,1.118480563163757,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,-0.0008299892344156845
127,2017-06-18,2.157000064849853,2.782000064849853,1254.0,44.7400016784668,1.1146905422210691,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.0002836393681004967
128,2017-06-25,2.1440000534057617,2.71399998664856,1256.199951171875,43.0099983215332,1.1149640083312988,19438.643,4.4,244.193,193.0,473986.0,100.0082,146173.0,1146.0,0.0015609155178168965
129,2017-07-02,2.302000045776367,2.8399999141693115,1240.699951171875,46.040000915527344,1.144164800643921,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.0
130,2017-07-09,2.3929998874664307,2.934999942779541,1208.5999755859375,44.22999954223633,1.1424784660339355,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.006403125486305727
131,2017-07-16,2.319000005722046,2.9100000858306885,1226.5999755859375,46.540000915527344,1.140393853187561,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.004673503078699293
132,2017-07-23,2.2320001125335693,2.802000045776367,1254.300048828125,45.77000045776367,1.1628718376159668,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,-0.00036787164783502746
133,2017-07-30,2.2890000343322754,2.8919999599456787,1268.4000244140625,49.709999084472656,1.1688660383224487,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,-0.001341115577770502
134,2017-08-06,2.2669999599456787,2.844000101089477,1258.300048828125,49.58000183105469,1.1884952783584597,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.0018891035295691694
135,2017-08-13,2.188999891281128,2.7869999408721924,1287.699951171875,48.81999969482422,1.177024483680725,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.0012755699762128092
136,2017-08-20,2.194000005722046,2.7769999504089355,1285.699951171875,48.5099983215332,1.171550154685974,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,-0.0018353673110713675
137,2017-08-27,2.1689999103546143,2.750999927520752,1292.5,47.869998931884766,1.1802195310592651,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.0016728693563305974
138,2017-09-03,2.157000064849853,2.7679998874664307,1324.5,47.290000915527344,1.191043257713318,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.001982540682532896
139,2017-09-10,2.061000108718872,2.678999900817871,1346.0,47.47999954223633,1.2029062509536743,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,-0.001488850703918465
140,2017-09-17,2.20199990272522,2.7720000743865967,1320.4000244140625,49.88999938964844,1.1921650171279907,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.0018471814878802117
141,2017-09-24,2.26200008392334,2.7960000038146973,1293.300048828125,50.65999984741211,1.194557547569275,19692.595,4.3,244.243,193.5,473552.0,100.0947,146772.0,1206.0,0.0006477937229520947
